year,location,type_of_crime,incidents,rate_per_100k
2002,Yukon ,Homicide,0,0
2002,Yukon ,Impaired driving,313,1031.03
2002,Yukon ,Motor vehicle theft,223,734.57
2002,Yukon ,Prostitution,0,0
2002,Yukon ,Robbery,31,102.11
2002,Yukon ,Sexual violations against children,0,0
2002,Yukon ,"Theft over $5,000",24,79.06
2002,Yukon ,"Theft under $5,000",1247,4107.65
2002,Yukon ,Trespass,9,29.65
2002,Yukon ,Weapons violations,45,148.23
2003,Alberta ,Attempted murder,40,1.26
2003,Alberta ,Counterfeiting,195,6.13
2003,Alberta ,Drug violations,7533,236.63
2003,Alberta ,Facilitate terrorist activit,0,0
2003,Alberta ,Firearms related crime,311,9.77
2003,Alberta ,Fraud,13905,436.8
2003,Alberta ,Homicide,64,2.01
2003,Alberta ,Impaired driving,12319,386.98
2003,Alberta ,Motor vehicle theft,20930,657.47
2003,Alberta ,Prostitution,711,22.33
2003,Alberta ,Robbery,3614,113.53
2003,Alberta ,Sexual violations against children,6,0.19
2003,Alberta ,"Theft over $5,000",1990,62.51
2003,Alberta ,"Theft under $5,000",89138,2800.09
2003,Alberta ,Trespass,411,12.91
2003,Alberta ,Weapons violations,1995,62.67
2003,British Columbia ,Attempted murder,121,2.94
2003,British Columbia ,Counterfeiting,225,5.46
2003,British Columbia ,Drug violations,24611,597.01
2003,British Columbia ,Facilitate terrorist activit,0,0
2003,British Columbia ,Firearms related crime,434,10.53
2003,British Columbia ,Fraud,14793,358.84
2003,British Columbia ,Homicide,94,2.28
2003,British Columbia ,Impaired driving,11911,288.93
2003,British Columbia ,Motor vehicle theft,39491,957.96
2003,British Columbia ,Prostitution,1899,46.07
2003,British Columbia ,Robbery,5015,121.65
2003,British Columbia ,Sexual violations against children,10,0.24
2003,British Columbia ,"Theft over $5,000",3196,77.53
2003,British Columbia ,"Theft under $5,000",170894,4145.5
2003,British Columbia ,Trespass,1108,26.88
2003,British Columbia ,Weapons violations,4202,101.93
2003,Manitoba ,Attempted murder,24,2.06
2003,Manitoba ,Counterfeiting,44,3.78
2003,Manitoba ,Drug violations,2651,227.78
2003,Manitoba ,Facilitate terrorist activit,0,0
2003,Manitoba ,Firearms related crime,308,26.46
2003,Manitoba ,Fraud,2467,211.97
2003,Manitoba ,Homicide,43,3.69
2003,Manitoba ,Impaired driving,3009,258.55
2003,Manitoba ,Motor vehicle theft,12893,1107.82
2003,Manitoba ,Prostitution,187,16.07
2003,Manitoba ,Robbery,1971,169.36
2003,Manitoba ,Sexual violations against children,1,0.09
2003,Manitoba ,"Theft over $5,000",463,39.78
2003,Manitoba ,"Theft under $5,000",33966,2918.5
2003,Manitoba ,Trespass,119,10.22
2003,Manitoba ,Weapons violations,936,80.42
2003,New Brunswick ,Attempted murder,5,0.67
2003,New Brunswick ,Counterfeiting,55,7.34
2003,New Brunswick ,Drug violations,2266,302.38
2003,New Brunswick ,Facilitate terrorist activit,0,0
2003,New Brunswick ,Firearms related crime,97,12.94
2003,New Brunswick ,Fraud,2576,343.75
2003,New Brunswick ,Homicide,8,1.07
2003,New Brunswick ,Impaired driving,2112,281.83
2003,New Brunswick ,Motor vehicle theft,1748,233.26
2003,New Brunswick ,Prostitution,62,8.27
2003,New Brunswick ,Robbery,217,28.96
2003,New Brunswick ,Sexual violations against children,0,0
2003,New Brunswick ,"Theft over $5,000",381,50.84
2003,New Brunswick ,"Theft under $5,000",12302,1641.6
2003,New Brunswick ,Trespass,192,25.62
2003,New Brunswick ,Weapons violations,314,41.9
2003,Newfoundland and Labrador,Attempted murder,11,2.12
2003,Newfoundland and Labrador,Counterfeiting,15,2.89
2003,Newfoundland and Labrador,Drug violations,817,157.56
2003,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2003,Newfoundland and Labrador,Firearms related crime,37,7.14
2003,Newfoundland and Labrador,Fraud,1138,219.47
2003,Newfoundland and Labrador,Homicide,5,0.96
2003,Newfoundland and Labrador,Impaired driving,953,183.79
2003,Newfoundland and Labrador,Motor vehicle theft,649,125.16
2003,Newfoundland and Labrador,Prostitution,7,1.35
2003,Newfoundland and Labrador,Robbery,66,12.73
2003,Newfoundland and Labrador,Sexual violations against children,0,0
2003,Newfoundland and Labrador,"Theft over $5,000",138,26.61
2003,Newfoundland and Labrador,"Theft under $5,000",7542,1454.52
2003,Newfoundland and Labrador,Trespass,81,15.62
2003,Newfoundland and Labrador,Weapons violations,126,24.3
2003,Northwest Territories ,Attempted murder,3,7.05
2003,Northwest Territories ,Counterfeiting,9,21.15
2003,Northwest Territories ,Drug violations,359,843.5
2003,Northwest Territories ,Facilitate terrorist activit,0,0
2003,Northwest Territories ,Firearms related crime,17,39.94
2003,Northwest Territories ,Fraud,188,441.72
2003,Northwest Territories ,Homicide,4,9.4
2003,Northwest Territories ,Impaired driving,523,1228.82
2003,Northwest Territories ,Motor vehicle theft,385,904.58
2003,Northwest Territories ,Prostitution,2,4.7
2003,Northwest Territories ,Robbery,30,70.49
2003,Northwest Territories ,Sexual violations against children,0,0
2003,Northwest Territories ,"Theft over $5,000",49,115.13
2003,Northwest Territories ,"Theft under $5,000",1380,3242.41
2003,Northwest Territories ,Trespass,18,42.29
2003,Northwest Territories ,Weapons violations,74,173.87
2003,Nova Scotia ,Attempted murder,19,2.03
2003,Nova Scotia ,Counterfeiting,93,9.92
2003,Nova Scotia ,Drug violations,2268,241.92
2003,Nova Scotia ,Facilitate terrorist activit,0,0
2003,Nova Scotia ,Firearms related crime,80,8.53
2003,Nova Scotia ,Fraud,2675,285.34
2003,Nova Scotia ,Homicide,8,0.85
2003,Nova Scotia ,Impaired driving,2462,262.62
2003,Nova Scotia ,Motor vehicle theft,2709,288.96
2003,Nova Scotia ,Prostitution,74,7.89
2003,Nova Scotia ,Robbery,693,73.92
2003,Nova Scotia ,Sexual violations against children,2,0.21
2003,Nova Scotia ,"Theft over $5,000",283,30.19
2003,Nova Scotia ,"Theft under $5,000",19044,2031.38
2003,Nova Scotia ,Trespass,227,24.21
2003,Nova Scotia ,Weapons violations,588,62.72
2003,Nunavut ,Attempted murder,3,10.23
2003,Nunavut ,Counterfeiting,0,0
2003,Nunavut ,Drug violations,248,845.84
2003,Nunavut ,Facilitate terrorist activit,0,0
2003,Nunavut ,Firearms related crime,12,40.93
2003,Nunavut ,Fraud,85,289.9
2003,Nunavut ,Homicide,3,10.23
2003,Nunavut ,Impaired driving,181,617.33
2003,Nunavut ,Motor vehicle theft,244,832.2
2003,Nunavut ,Prostitution,1,3.41
2003,Nunavut ,Robbery,9,30.7
2003,Nunavut ,Sexual violations against children,0,0
2003,Nunavut ,"Theft over $5,000",21,71.62
2003,Nunavut ,"Theft under $5,000",726,2476.13
2003,Nunavut ,Trespass,2,6.82
2003,Nunavut ,Weapons violations,54,184.17
2003,Ontario ,Attempted murder,203,1.66
2003,Ontario ,Counterfeiting,1173,9.58
2003,Ontario ,Drug violations,22425,183.18
2003,Ontario ,Facilitate terrorist activit,0,0
2003,Ontario ,Firearms related crime,579,4.73
2003,Ontario ,Fraud,32988,269.46
2003,Ontario ,Homicide,178,1.45
2003,Ontario ,Impaired driving,18976,155
2003,Ontario ,Motor vehicle theft,46801,382.29
2003,Ontario ,Prostitution,1341,10.95
2003,Ontario ,Robbery,10871,88.8
2003,Ontario ,Sexual violations against children,31,0.25
2003,Ontario ,"Theft over $5,000",6841,55.88
2003,Ontario ,"Theft under $5,000",213807,1746.46
2003,Ontario ,Trespass,979,8
2003,Ontario ,Weapons violations,4295,35.08
2003,Prince Edward Island ,Attempted murder,0,0
2003,Prince Edward Island ,Counterfeiting,21,15.3
2003,Prince Edward Island ,Drug violations,273,198.95
2003,Prince Edward Island ,Facilitate terrorist activit,0,0
2003,Prince Edward Island ,Firearms related crime,7,5.1
2003,Prince Edward Island ,Fraud,403,293.69
2003,Prince Edward Island ,Homicide,1,0.73
2003,Prince Edward Island ,Impaired driving,609,443.81
2003,Prince Edward Island ,Motor vehicle theft,270,196.76
2003,Prince Edward Island ,Prostitution,1,0.73
2003,Prince Edward Island ,Robbery,18,13.12
2003,Prince Edward Island ,Sexual violations against children,0,0
2003,Prince Edward Island ,"Theft over $5,000",66,48.1
2003,Prince Edward Island ,"Theft under $5,000",3110,2266.42
2003,Prince Edward Island ,Trespass,15,10.93
2003,Prince Edward Island ,Weapons violations,58,42.27
2003,Quebec ,Attempted murder,245,3.27
2003,Quebec ,Counterfeiting,896,11.97
2003,Quebec ,Drug violations,19828,264.87
2003,Quebec ,Facilitate terrorist activit,0,0
2003,Quebec ,Firearms related crime,262,3.5
2003,Quebec ,Fraud,17308,231.21
2003,Quebec ,Homicide,99,1.32
2003,Quebec ,Impaired driving,18818,251.38
2003,Quebec ,Motor vehicle theft,40157,536.44
2003,Quebec ,Prostitution,1169,15.62
2003,Quebec ,Robbery,7949,106.19
2003,Quebec ,Sexual violations against children,4,0.05
2003,Quebec ,"Theft over $5,000",5370,71.74
2003,Quebec ,"Theft under $5,000",113632,1517.96
2003,Quebec ,Trespass,293,3.91
2003,Quebec ,Weapons violations,1063,14.2
2003,Saskatchewan ,Attempted murder,33,3.31
2003,Saskatchewan ,Counterfeiting,25,2.51
2003,Saskatchewan ,Drug violations,3223,323.44
2003,Saskatchewan ,Facilitate terrorist activit,0,0
2003,Saskatchewan ,Firearms related crime,138,13.85
2003,Saskatchewan ,Fraud,4271,428.61
2003,Saskatchewan ,Homicide,41,4.11
2003,Saskatchewan ,Impaired driving,5509,552.84
2003,Saskatchewan ,Motor vehicle theft,7742,776.93
2003,Saskatchewan ,Prostitution,233,23.38
2003,Saskatchewan ,Robbery,1597,160.26
2003,Saskatchewan ,Sexual violations against children,1,0.1
2003,Saskatchewan ,"Theft over $5,000",591,59.31
2003,Saskatchewan ,"Theft under $5,000",33718,3383.7
2003,Saskatchewan ,Trespass,146,14.65
2003,Saskatchewan ,Weapons violations,817,81.99
2003,Yukon ,Attempted murder,0,0
2003,Yukon ,Counterfeiting,12,38.76
2003,Yukon ,Drug violations,289,933.37
2003,Yukon ,Facilitate terrorist activit,0,0
2003,Yukon ,Firearms related crime,17,54.9
2003,Yukon ,Fraud,127,410.17
2003,Yukon ,Homicide,1,3.23
2003,Yukon ,Impaired driving,263,849.4
2003,Yukon ,Motor vehicle theft,189,610.41
2003,Yukon ,Prostitution,1,3.23
2003,Yukon ,Robbery,34,109.81
2003,Yukon ,Sexual violations against children,0,0
2003,Yukon ,"Theft over $5,000",27,87.2
2003,Yukon ,"Theft under $5,000",1346,4347.12
2003,Yukon ,Trespass,15,48.44
2003,Yukon ,Weapons violations,63,203.47
2004,Alberta ,Attempted murder,52,1.61
2004,Alberta ,Counterfeiting,295,9.11
2004,Alberta ,Drug violations,8404,259.43
2004,Alberta ,Facilitate terrorist activit,0,0
2004,Alberta ,Firearms related crime,355,10.96
2004,Alberta ,Fraud,14266,440.38
2004,Alberta ,Homicide,86,2.65
2004,Alberta ,Impaired driving,12669,391.08
2004,Alberta ,Motor vehicle theft,20739,640.2
2004,Alberta ,Prostitution,575,17.75
2004,Alberta ,Robbery,3149,97.21
2004,Alberta ,Sexual violations against children,4,0.12
2004,Alberta ,"Theft over $5,000",1886,58.22
2004,Alberta ,"Theft under $5,000",88215,2723.13
2004,Alberta ,Trespass,418,12.9
2004,Alberta ,Weapons violations,2251,69.49
2004,British Columbia ,Attempted murder,87,2.09
2004,British Columbia ,Counterfeiting,342,8.23
2004,British Columbia ,Drug violations,26904,647.48
2004,British Columbia ,Facilitate terrorist activit,0,0
2004,British Columbia ,Firearms related crime,464,11.17
2004,British Columbia ,Fraud,15447,371.75
2004,British Columbia ,Homicide,113,2.72
2004,British Columbia ,Impaired driving,15130,364.12
2004,British Columbia ,Motor vehicle theft,37755,908.63
2004,British Columbia ,Prostitution,2047,49.26
2004,British Columbia ,Robbery,5071,122.04
2004,British Columbia ,Sexual violations against children,12,0.29
2004,British Columbia ,"Theft over $5,000",2121,51.04
2004,British Columbia ,"Theft under $5,000",167697,4035.86
2004,British Columbia ,Trespass,1515,36.46
2004,British Columbia ,Weapons violations,4376,105.31
2004,Manitoba ,Attempted murder,21,1.79
2004,Manitoba ,Counterfeiting,22,1.87
2004,Manitoba ,Drug violations,2730,232.62
2004,Manitoba ,Facilitate terrorist activit,0,0
2004,Manitoba ,Firearms related crime,264,22.5
2004,Manitoba ,Fraud,2416,205.87
2004,Manitoba ,Homicide,50,4.26
2004,Manitoba ,Impaired driving,2869,244.47
2004,Manitoba ,Motor vehicle theft,15954,1359.45
2004,Manitoba ,Prostitution,163,13.89
2004,Manitoba ,Robbery,1966,167.52
2004,Manitoba ,Sexual violations against children,4,0.34
2004,Manitoba ,"Theft over $5,000",485,41.33
2004,Manitoba ,"Theft under $5,000",32765,2791.92
2004,Manitoba ,Trespass,190,16.19
2004,Manitoba ,Weapons violations,982,83.68
2004,New Brunswick ,Attempted murder,3,0.4
2004,New Brunswick ,Counterfeiting,56,7.47
2004,New Brunswick ,Drug violations,2688,358.7
2004,New Brunswick ,Facilitate terrorist activit,0,0
2004,New Brunswick ,Firearms related crime,78,10.41
2004,New Brunswick ,Fraud,2432,324.54
2004,New Brunswick ,Homicide,7,0.93
2004,New Brunswick ,Impaired driving,2073,276.63
2004,New Brunswick ,Motor vehicle theft,1824,243.4
2004,New Brunswick ,Prostitution,117,15.61
2004,New Brunswick ,Robbery,265,35.36
2004,New Brunswick ,Sexual violations against children,0,0
2004,New Brunswick ,"Theft over $5,000",352,46.97
2004,New Brunswick ,"Theft under $5,000",11978,1598.41
2004,New Brunswick ,Trespass,243,32.43
2004,New Brunswick ,Weapons violations,334,44.57
2004,Newfoundland and Labrador,Attempted murder,1,0.19
2004,Newfoundland and Labrador,Counterfeiting,11,2.13
2004,Newfoundland and Labrador,Drug violations,827,159.82
2004,Newfoundland and Labrador,Facilitate terrorist activit,0,0
2004,Newfoundland and Labrador,Firearms related crime,33,6.38
2004,Newfoundland and Labrador,Fraud,1377,266.11
2004,Newfoundland and Labrador,Homicide,2,0.39
2004,Newfoundland and Labrador,Impaired driving,882,170.45
2004,Newfoundland and Labrador,Motor vehicle theft,984,190.16
2004,Newfoundland and Labrador,Prostitution,5,0.97
2004,Newfoundland and Labrador,Robbery,138,26.67
2004,Newfoundland and Labrador,Sexual violations against children,0,0
2004,Newfoundland and Labrador,"Theft over $5,000",131,25.32
2004,Newfoundland and Labrador,"Theft under $5,000",7002,1353.18
2004,Newfoundland and Labrador,Trespass,74,14.3
2004,Newfoundland and Labrador,Weapons violations,118,22.8
2004,Northwest Territories ,Attempted murder,3,6.93
2004,Northwest Territories ,Counterfeiting,2,4.62
2004,Northwest Territories ,Drug violations,394,909.91
2004,Northwest Territories ,Facilitate terrorist activit,0,0
2004,Northwest Territories ,Firearms related crime,13,30.02
2004,Northwest Territories ,Fraud,176,406.46
2004,Northwest Territories ,Homicide,4,9.24
2004,Northwest Territories ,Impaired driving,675,1558.86
2004,Northwest Territories ,Motor vehicle theft,361,833.7
2004,Northwest Territories ,Prostitution,2,4.62
2004,Northwest Territories ,Robbery,19,43.88
2004,Northwest Territories ,Sexual violations against children,1,2.31
2004,Northwest Territories ,"Theft over $5,000",41,94.69
2004,Northwest Territories ,"Theft under $5,000",1482,3422.55
2004,Northwest Territories ,Trespass,18,41.57
2004,Northwest Territories ,Weapons violations,62,143.18
2004,Nova Scotia ,Attempted murder,18,1.92
2004,Nova Scotia ,Counterfeiting,51,5.43
2004,Nova Scotia ,Drug violations,2544,270.82
2004,Nova Scotia ,Facilitate terrorist activit,0,0
2004,Nova Scotia ,Firearms related crime,66,7.03
2004,Nova Scotia ,Fraud,3134,333.63
2004,Nova Scotia ,Homicide,14,1.49
2004,Nova Scotia ,Impaired driving,2617,278.59
2004,Nova Scotia ,Motor vehicle theft,3139,334.16
2004,Nova Scotia ,Prostitution,160,17.03
2004,Nova Scotia ,Robbery,841,89.53
2004,Nova Scotia ,Sexual violations against children,8,0.85
2004,Nova Scotia ,"Theft over $5,000",353,37.58
2004,Nova Scotia ,"Theft under $5,000",20043,2133.65
2004,Nova Scotia ,Trespass,231,24.59
2004,Nova Scotia ,Weapons violations,558,59.4
2004,Nunavut ,Attempted murder,7,23.45
2004,Nunavut ,Counterfeiting,2,6.7
2004,Nunavut ,Drug violations,269,901.05
2004,Nunavut ,Facilitate terrorist activit,0,0
2004,Nunavut ,Firearms related crime,12,40.2
2004,Nunavut ,Fraud,77,257.92
2004,Nunavut ,Homicide,4,13.4
2004,Nunavut ,Impaired driving,174,582.84
2004,Nunavut ,Motor vehicle theft,238,797.21
2004,Nunavut ,Prostitution,2,6.7
2004,Nunavut ,Robbery,2,6.7
2004,Nunavut ,Sexual violations against children,0,0
2004,Nunavut ,"Theft over $5,000",13,43.55
2004,Nunavut ,"Theft under $5,000",662,2217.46
2004,Nunavut ,Trespass,8,26.8
2004,Nunavut ,Weapons violations,39,130.64
2004,Ontario ,Attempted murder,186,1.5
2004,Ontario ,Counterfeiting,901,7.27
2004,Ontario ,Drug violations,28359,228.88
2004,Ontario ,Facilitate terrorist activit,0,0
2004,Ontario ,Firearms related crime,522,4.21
2004,Ontario ,Fraud,34274,276.61
2004,Ontario ,Homicide,187,1.51
2004,Ontario ,Impaired driving,18249,147.28
2004,Ontario ,Motor vehicle theft,42018,339.11
2004,Ontario ,Prostitution,1525,12.31
2004,Ontario ,Robbery,10478,84.56
2004,Ontario ,Sexual violations against children,21,0.17
2004,Ontario ,"Theft over $5,000",6184,49.91
2004,Ontario ,"Theft under $5,000",198418,1601.36
2004,Ontario ,Trespass,953,7.69
2004,Ontario ,Weapons violations,4571,36.89
2004,Prince Edward Island ,Attempted murder,1,0.73
2004,Prince Edward Island ,Counterfeiting,5,3.63
2004,Prince Edward Island ,Drug violations,279,202.65
2004,Prince Edward Island ,Facilitate terrorist activit,0,0
2004,Prince Edward Island ,Firearms related crime,12,8.72
2004,Prince Edward Island ,Fraud,406,294.9
2004,Prince Edward Island ,Homicide,0,0
2004,Prince Edward Island ,Impaired driving,546,396.59
2004,Prince Edward Island ,Motor vehicle theft,255,185.22
2004,Prince Edward Island ,Prostitution,4,2.91
2004,Prince Edward Island ,Robbery,27,19.61
2004,Prince Edward Island ,Sexual violations against children,0,0
2004,Prince Edward Island ,"Theft over $5,000",52,37.77
2004,Prince Edward Island ,"Theft under $5,000",3239,2352.66
2004,Prince Edward Island ,Trespass,11,7.99
2004,Prince Edward Island ,Weapons violations,51,37.04
2004,Quebec ,Attempted murder,259,3.44
2004,Quebec ,Counterfeiting,408,5.41
2004,Quebec ,Drug violations,20801,276.02
2004,Quebec ,Facilitate terrorist activit,0,0
2004,Quebec ,Firearms related crime,234,3.11
2004,Quebec ,Fraud,18621,247.1
2004,Quebec ,Homicide,111,1.47
2004,Quebec ,Impaired driving,18338,243.34
2004,Quebec ,Motor vehicle theft,39107,518.94
2004,Quebec ,Prostitution,1595,21.17
2004,Quebec ,Robbery,7680,101.91
2004,Quebec ,Sexual violations against children,3,0.04
2004,Quebec ,"Theft over $5,000",4831,64.11
2004,Quebec ,"Theft under $5,000",111426,1478.6
2004,Quebec ,Trespass,250,3.32
2004,Quebec ,Weapons violations,1049,13.92
2004,Saskatchewan ,Attempted murder,33,3.31
2004,Saskatchewan ,Counterfeiting,86,8.62
2004,Saskatchewan ,Drug violations,3278,328.64
2004,Saskatchewan ,Facilitate terrorist activit,0,0
2004,Saskatchewan ,Firearms related crime,151,15.14
2004,Saskatchewan ,Fraud,4685,469.7
2004,Saskatchewan ,Homicide,39,3.91
2004,Saskatchewan ,Impaired driving,5779,579.38
2004,Saskatchewan ,Motor vehicle theft,7440,745.9
2004,Saskatchewan ,Prostitution,256,25.67
2004,Saskatchewan ,Robbery,1331,133.44
2004,Saskatchewan ,Sexual violations against children,1,0.1
2004,Saskatchewan ,"Theft over $5,000",484,48.52
2004,Saskatchewan ,"Theft under $5,000",29997,3007.38
2004,Saskatchewan ,Trespass,130,13.03
2004,Saskatchewan ,Weapons violations,968,97.05
2004,Yukon ,Attempted murder,0,0
2004,Yukon ,Counterfeiting,2,6.35
